Timestamp,RTU_1 DuctStatPress(in/wc)
01-Jan-20 12:00:00 am,0.10
01-Jan-20 12:35:00 am,0.12
01-Jan-20 01:10:00 am,0.09
01-Jan-20 01:45:00 am,0.10
01-Jan-20 02:20:00 am,0.11
01-Jan-20 02:55:00 am,0.11
01-Jan-20 03:30:00 am,0.09
01-Jan-20 04:05:00 am,0.07
01-Jan-20 04:40:00 am,0.08
01-Jan-20 05:15:00 am,0.08
01-Jan-20 05:50:00 am,0.95
01-Jan-20 06:25:00 am,1.78
01-Jan-20 07:00:00 am,1.79
01-Jan-20 07:35:00 am,1.80
01-Jan-20 08:10:00 am,1.80
01-Jan-20 08:45:00 am,1.78
01-Jan-20 09:20:00 am,1.81
01-Jan-20 09:55:00 am,1.80
01-Jan-20 10:30:00 am,1.80
01-Jan-20 11:05:00 am,1.81
01-Jan-20 11:40:00 am,1.80
01-Jan-20 12:15:00 pm,1.79
01-Jan-20 12:50:00 pm,1.80
01-Jan-20 01:25:00 pm,1.80
01-Jan-20 02:00:00 pm,1.78
01-Jan-20 02:35:00 pm,1.78
01-Jan-20 03:10:00 pm,1.79
01-Jan-20 03:45:00 pm,1.78
01-Jan-20 04:20:00 pm,1.78
01-Jan-20 04:55:00 pm,1.80
01-Jan-20 05:30:00 pm,1.79
01-Jan-20 06:05:00 pm,0.14
01-Jan-20 06:40:00 pm,0.13
01-Jan-20 07:15:00 pm,0.13
01-Jan-20 07:50:00 pm,0.12
01-Jan-20 08:25:00 pm,0.11
01-Jan-20 09:00:00 pm,0.11
01-Jan-20 09:35:00 pm,0.11
01-Jan-20 10:10:00 pm,0.10
01-Jan-20 10:45:00 pm,0.10
01-Jan-20 11:20:00 pm,0.10
01-Jan-20 11:55:00 pm,0.10
02-Jan-20 12:30:00 am,0.10
02-Jan-20 01:05:00 am,0.11
02-Jan-20 01:40:00 am,0.10
02-Jan-20 02:15:00 am,0.11
02-Jan-20 02:50:00 am,0.11
02-Jan-20 03:25:00 am,0.10
02-Jan-20 04:00:00 am,0.09
02-Jan-20 04:35:00 am,0.09
02-Jan-20 05:10:00 am,0.10
02-Jan-20 05:45:00 am,0.66
02-Jan-20 06:20:00 am,1.79
02-Jan-20 06:55:00 am,1.82
02-Jan-20 07:30:00 am,1.79
02-Jan-20 08:05:00 am,1.81
02-Jan-20 08:40:00 am,1.83
02-Jan-20 09:15:00 am,1.78
02-Jan-20 09:50:00 am,1.81
02-Jan-20 10:25:00 am,1.80
02-Jan-20 11:00:00 am,1.79
02-Jan-20 11:35:00 am,1.82
02-Jan-20 12:10:00 pm,1.78
02-Jan-20 12:45:00 pm,1.77
02-Jan-20 01:20:00 pm,1.80
02-Jan-20 01:55:00 pm,1.79
02-Jan-20 02:30:00 pm,1.78
02-Jan-20 03:05:00 pm,1.80
02-Jan-20 03:40:00 pm,1.80
02-Jan-20 04:15:00 pm,1.78
02-Jan-20 04:50:00 pm,1.76
02-Jan-20 05:25:00 pm,1.80
02-Jan-20 06:00:00 pm,0.69
02-Jan-20 06:35:00 pm,0.13
02-Jan-20 07:10:00 pm,0.13
02-Jan-20 07:45:00 pm,0.12
02-Jan-20 08:20:00 pm,0.12
02-Jan-20 08:55:00 pm,0.11
02-Jan-20 09:30:00 pm,0.69
02-Jan-20 10:05:00 pm,0.13
02-Jan-20 10:40:00 pm,0.12
02-Jan-20 11:15:00 pm,0.12
02-Jan-20 11:50:00 pm,0.11
03-Jan-20 12:25:00 am,0.10
03-Jan-20 01:00:00 am,0.10
03-Jan-20 01:35:00 am,0.10
03-Jan-20 02:10:00 am,0.10
03-Jan-20 02:45:00 am,0.10
03-Jan-20 03:20:00 am,0.09
03-Jan-20 03:55:00 am,0.09
03-Jan-20 04:30:00 am,0.08
03-Jan-20 05:05:00 am,0.09
03-Jan-20 05:40:00 am,0.09
03-Jan-20 06:15:00 am,1.78
03-Jan-20 06:50:00 am,1.80
03-Jan-20 07:25:00 am,1.79
03-Jan-20 08:00:00 am,1.80
03-Jan-20 08:35:00 am,1.79
03-Jan-20 09:10:00 am,1.77
03-Jan-20 09:45:00 am,1.81
03-Jan-20 10:20:00 am,1.78
03-Jan-20 10:55:00 am,1.78
03-Jan-20 11:30:00 am,1.82
03-Jan-20 12:05:00 pm,1.78
03-Jan-20 12:40:00 pm,1.82
03-Jan-20 01:15:00 pm,1.79
03-Jan-20 01:50:00 pm,1.80
03-Jan-20 02:25:00 pm,1.78
03-Jan-20 03:00:00 pm,1.80
03-Jan-20 03:35:00 pm,1.81
03-Jan-20 04:10:00 pm,1.81
03-Jan-20 04:45:00 pm,1.80
03-Jan-20 05:20:00 pm,1.79
03-Jan-20 05:55:00 pm,0.97
03-Jan-20 06:30:00 pm,0.13
03-Jan-20 07:05:00 pm,0.12
03-Jan-20 07:40:00 pm,0.12
03-Jan-20 08:15:00 pm,0.10
03-Jan-20 08:50:00 pm,0.11
03-Jan-20 09:25:00 pm,0.11
03-Jan-20 10:00:00 pm,0.11
03-Jan-20 10:35:00 pm,0.11
03-Jan-20 11:10:00 pm,0.10
03-Jan-20 11:45:00 pm,0.11
04-Jan-20 12:20:00 am,0.12
04-Jan-20 12:55:00 am,0.10
04-Jan-20 01:30:00 am,0.10
04-Jan-20 02:05:00 am,0.11
04-Jan-20 02:40:00 am,0.13
04-Jan-20 03:15:00 am,0.10
04-Jan-20 03:50:00 am,0.10
04-Jan-20 04:25:00 am,0.10
04-Jan-20 05:00:00 am,0.10
04-Jan-20 05:35:00 am,0.10
04-Jan-20 06:10:00 am,0.10
04-Jan-20 06:45:00 am,0.11
04-Jan-20 07:20:00 am,0.11
04-Jan-20 07:55:00 am,0.11
04-Jan-20 08:30:00 am,0.12
04-Jan-20 09:05:00 am,0.11
04-Jan-20 09:40:00 am,0.12
04-Jan-20 10:15:00 am,0.12
04-Jan-20 10:50:00 am,0.12
04-Jan-20 11:25:00 am,0.12
04-Jan-20 12:00:00 pm,0.11
04-Jan-20 12:35:00 pm,0.10
04-Jan-20 01:10:00 pm,0.11
04-Jan-20 01:45:00 pm,0.10
04-Jan-20 02:20:00 pm,0.10
04-Jan-20 02:55:00 pm,0.09
04-Jan-20 03:30:00 pm,0.10
04-Jan-20 04:05:00 pm,1.19
04-Jan-20 04:40:00 pm,0.13
04-Jan-20 05:15:00 pm,0.12
04-Jan-20 05:50:00 pm,0.12
04-Jan-20 06:25:00 pm,0.11
04-Jan-20 07:00:00 pm,0.12
04-Jan-20 07:35:00 pm,0.11
04-Jan-20 08:10:00 pm,0.11
04-Jan-20 08:45:00 pm,0.11
04-Jan-20 09:20:00 pm,0.11
04-Jan-20 09:55:00 pm,0.11
04-Jan-20 10:30:00 pm,0.11
04-Jan-20 11:05:00 pm,0.10
04-Jan-20 11:40:00 pm,0.11
05-Jan-20 12:15:00 am,0.11
05-Jan-20 12:50:00 am,0.11
05-Jan-20 01:25:00 am,0.11
05-Jan-20 02:00:00 am,0.11
05-Jan-20 02:35:00 am,0.11
05-Jan-20 03:10:00 am,0.10
05-Jan-20 03:45:00 am,0.11
05-Jan-20 04:20:00 am,0.10
05-Jan-20 04:55:00 am,0.11
05-Jan-20 05:30:00 am,0.10
05-Jan-20 06:05:00 am,0.11
05-Jan-20 06:40:00 am,0.11
05-Jan-20 07:15:00 am,0.11
05-Jan-20 07:50:00 am,0.10
05-Jan-20 08:25:00 am,0.11
05-Jan-20 09:00:00 am,0.11
05-Jan-20 09:35:00 am,0.11
05-Jan-20 10:10:00 am,0.11
05-Jan-20 10:45:00 am,0.12
05-Jan-20 11:20:00 am,0.11
05-Jan-20 11:55:00 am,0.13
05-Jan-20 12:30:00 pm,0.12
05-Jan-20 01:05:00 pm,0.11
05-Jan-20 01:40:00 pm,0.12
05-Jan-20 02:15:00 pm,0.12
05-Jan-20 02:50:00 pm,0.11
05-Jan-20 03:25:00 pm,0.09
05-Jan-20 04:00:00 pm,0.10
05-Jan-20 04:35:00 pm,0.10
05-Jan-20 05:10:00 pm,0.11
05-Jan-20 05:45:00 pm,0.10
05-Jan-20 06:20:00 pm,0.10
05-Jan-20 06:55:00 pm,0.11
05-Jan-20 07:30:00 pm,0.11
05-Jan-20 08:05:00 pm,0.11
05-Jan-20 08:40:00 pm,0.12
05-Jan-20 09:15:00 pm,0.12
05-Jan-20 09:50:00 pm,0.11
05-Jan-20 10:25:00 pm,0.11
05-Jan-20 11:00:00 pm,0.12
05-Jan-20 11:35:00 pm,0.10
06-Jan-20 12:10:00 am,0.12
06-Jan-20 12:45:00 am,0.11
06-Jan-20 01:20:00 am,0.11
06-Jan-20 01:55:00 am,0.11
06-Jan-20 02:30:00 am,0.11
06-Jan-20 03:05:00 am,0.11
06-Jan-20 03:40:00 am,0.11
06-Jan-20 04:15:00 am,0.09
06-Jan-20 04:50:00 am,0.10
06-Jan-20 05:25:00 am,0.10
06-Jan-20 06:00:00 am,1.23
06-Jan-20 06:35:00 am,1.79
06-Jan-20 07:10:00 am,1.79
06-Jan-20 07:45:00 am,1.80
06-Jan-20 08:20:00 am,1.79
06-Jan-20 08:55:00 am,1.83
06-Jan-20 09:30:00 am,1.78
06-Jan-20 10:05:00 am,1.81
06-Jan-20 10:40:00 am,1.80
06-Jan-20 11:15:00 am,1.80
06-Jan-20 11:50:00 am,1.82
06-Jan-20 12:25:00 pm,1.76
06-Jan-20 01:00:00 pm,1.80
06-Jan-20 01:35:00 pm,1.79
06-Jan-20 02:10:00 pm,1.84
06-Jan-20 02:45:00 pm,1.81
06-Jan-20 03:20:00 pm,1.77
06-Jan-20 03:55:00 pm,1.80
06-Jan-20 04:30:00 pm,1.78
06-Jan-20 05:05:00 pm,1.79
06-Jan-20 05:40:00 pm,1.81
06-Jan-20 06:15:00 pm,0.13
06-Jan-20 06:50:00 pm,0.13
06-Jan-20 07:25:00 pm,0.10
06-Jan-20 08:00:00 pm,0.12
06-Jan-20 08:35:00 pm,0.12
06-Jan-20 09:10:00 pm,0.91
06-Jan-20 09:45:00 pm,0.41
06-Jan-20 10:20:00 pm,0.13
06-Jan-20 10:55:00 pm,0.13
06-Jan-20 11:30:00 pm,0.12
07-Jan-20 12:05:00 am,0.12
07-Jan-20 12:40:00 am,0.12
07-Jan-20 01:15:00 am,0.12
07-Jan-20 01:50:00 am,0.12
07-Jan-20 02:25:00 am,0.11
07-Jan-20 03:00:00 am,0.10
07-Jan-20 03:35:00 am,0.10
07-Jan-20 04:10:00 am,0.09
07-Jan-20 04:45:00 am,0.09
07-Jan-20 05:20:00 am,0.08
07-Jan-20 05:55:00 am,0.95
07-Jan-20 06:30:00 am,1.79
07-Jan-20 07:05:00 am,1.77
07-Jan-20 07:40:00 am,1.80
07-Jan-20 08:15:00 am,1.80
07-Jan-20 08:50:00 am,1.82
07-Jan-20 09:25:00 am,1.79
07-Jan-20 10:00:00 am,1.81
07-Jan-20 10:35:00 am,1.79
07-Jan-20 11:10:00 am,1.78
07-Jan-20 11:45:00 am,1.81
07-Jan-20 12:20:00 pm,1.78
07-Jan-20 12:55:00 pm,1.77
07-Jan-20 01:30:00 pm,1.81
07-Jan-20 02:05:00 pm,1.79
07-Jan-20 02:40:00 pm,1.82
07-Jan-20 03:15:00 pm,1.78
07-Jan-20 03:50:00 pm,1.78
07-Jan-20 04:25:00 pm,1.78
07-Jan-20 05:00:00 pm,1.80
07-Jan-20 05:35:00 pm,1.80
07-Jan-20 06:10:00 pm,0.17
07-Jan-20 06:45:00 pm,0.15
07-Jan-20 07:20:00 pm,0.14
07-Jan-20 07:55:00 pm,0.13
07-Jan-20 08:30:00 pm,0.13
07-Jan-20 09:05:00 pm,0.13
07-Jan-20 09:40:00 pm,0.82
07-Jan-20 10:15:00 pm,0.43
07-Jan-20 10:50:00 pm,0.13
07-Jan-20 11:25:00 pm,0.13
08-Jan-20 12:00:00 am,0.12
08-Jan-20 12:35:00 am,0.12
08-Jan-20 01:10:00 am,0.13
08-Jan-20 01:45:00 am,0.12
08-Jan-20 02:20:00 am,0.11
08-Jan-20 02:55:00 am,0.11
08-Jan-20 03:30:00 am,0.12
08-Jan-20 04:05:00 am,0.09
08-Jan-20 04:40:00 am,0.09
08-Jan-20 05:15:00 am,0.10
08-Jan-20 05:50:00 am,0.95
08-Jan-20 06:25:00 am,1.81
08-Jan-20 07:00:00 am,1.78
08-Jan-20 07:35:00 am,1.79
08-Jan-20 08:10:00 am,1.78
08-Jan-20 08:45:00 am,1.79
08-Jan-20 09:20:00 am,1.78
08-Jan-20 09:55:00 am,1.82
08-Jan-20 10:30:00 am,1.80
08-Jan-20 11:05:00 am,1.78
08-Jan-20 11:40:00 am,1.80
08-Jan-20 12:15:00 pm,1.80
08-Jan-20 12:50:00 pm,1.78
08-Jan-20 01:25:00 pm,1.81
08-Jan-20 02:00:00 pm,1.80
08-Jan-20 02:35:00 pm,1.81
08-Jan-20 03:10:00 pm,1.78
08-Jan-20 03:45:00 pm,1.80
08-Jan-20 04:20:00 pm,1.81
08-Jan-20 04:55:00 pm,1.79
08-Jan-20 05:30:00 pm,1.80
08-Jan-20 06:05:00 pm,0.14
08-Jan-20 06:40:00 pm,0.13
08-Jan-20 07:15:00 pm,0.13
08-Jan-20 07:50:00 pm,0.13
08-Jan-20 08:25:00 pm,0.12
08-Jan-20 09:00:00 pm,0.12
08-Jan-20 09:35:00 pm,0.12
08-Jan-20 10:10:00 pm,0.12
08-Jan-20 10:45:00 pm,0.12
08-Jan-20 11:20:00 pm,0.12
08-Jan-20 11:55:00 pm,0.12
09-Jan-20 12:30:00 am,0.12
09-Jan-20 01:05:00 am,0.12
09-Jan-20 01:40:00 am,0.12
09-Jan-20 02:15:00 am,0.13
09-Jan-20 02:50:00 am,0.12
09-Jan-20 03:25:00 am,0.12
09-Jan-20 04:00:00 am,0.11
09-Jan-20 04:35:00 am,0.11
09-Jan-20 05:10:00 am,0.11
09-Jan-20 05:45:00 am,0.68
09-Jan-20 06:20:00 am,1.83
09-Jan-20 06:55:00 am,1.83
09-Jan-20 07:30:00 am,1.82
09-Jan-20 08:05:00 am,1.82
09-Jan-20 08:40:00 am,1.81
09-Jan-20 09:15:00 am,1.80
09-Jan-20 09:50:00 am,1.81
09-Jan-20 10:25:00 am,1.81
09-Jan-20 11:00:00 am,1.81
09-Jan-20 11:35:00 am,1.82
09-Jan-20 12:10:00 pm,1.80
09-Jan-20 12:45:00 pm,1.80
09-Jan-20 01:20:00 pm,1.80
09-Jan-20 01:55:00 pm,1.80
09-Jan-20 02:30:00 pm,1.78
09-Jan-20 03:05:00 pm,1.81
09-Jan-20 03:40:00 pm,1.78
09-Jan-20 04:15:00 pm,1.78
09-Jan-20 04:50:00 pm,1.77
09-Jan-20 05:25:00 pm,1.80
09-Jan-20 06:00:00 pm,0.71
09-Jan-20 06:35:00 pm,0.15
09-Jan-20 07:10:00 pm,0.15
09-Jan-20 07:45:00 pm,0.14
09-Jan-20 08:20:00 pm,0.13
09-Jan-20 08:55:00 pm,0.13
09-Jan-20 09:30:00 pm,0.13
09-Jan-20 10:05:00 pm,0.13
09-Jan-20 10:40:00 pm,0.13
09-Jan-20 11:15:00 pm,0.13
09-Jan-20 11:50:00 pm,0.13
10-Jan-20 12:25:00 am,0.12
10-Jan-20 01:00:00 am,0.12
10-Jan-20 01:35:00 am,0.12
10-Jan-20 02:10:00 am,0.12
10-Jan-20 02:45:00 am,0.12
10-Jan-20 03:20:00 am,0.12
10-Jan-20 03:55:00 am,0.11
10-Jan-20 04:30:00 am,0.10
10-Jan-20 05:05:00 am,0.10
10-Jan-20 05:40:00 am,0.12
10-Jan-20 06:15:00 am,1.80
10-Jan-20 06:50:00 am,1.79
10-Jan-20 07:25:00 am,1.78
10-Jan-20 08:00:00 am,1.78
10-Jan-20 08:35:00 am,1.78
10-Jan-20 09:10:00 am,1.77
10-Jan-20 09:45:00 am,1.81
10-Jan-20 10:20:00 am,1.78
10-Jan-20 10:55:00 am,1.80
10-Jan-20 11:30:00 am,1.81
10-Jan-20 12:05:00 pm,1.78
10-Jan-20 12:40:00 pm,1.80
10-Jan-20 01:15:00 pm,1.81
10-Jan-20 01:50:00 pm,1.80
10-Jan-20 02:25:00 pm,1.81
10-Jan-20 03:00:00 pm,1.82
10-Jan-20 03:35:00 pm,1.81
10-Jan-20 04:10:00 pm,1.81
10-Jan-20 04:45:00 pm,1.78
10-Jan-20 05:20:00 pm,1.80
10-Jan-20 05:55:00 pm,0.98
10-Jan-20 06:30:00 pm,0.14
10-Jan-20 07:05:00 pm,0.15
10-Jan-20 07:40:00 pm,0.14
10-Jan-20 08:15:00 pm,0.13
10-Jan-20 08:50:00 pm,0.13
10-Jan-20 09:25:00 pm,0.11
10-Jan-20 10:00:00 pm,0.11
10-Jan-20 10:35:00 pm,0.11
10-Jan-20 11:10:00 pm,0.10
10-Jan-20 11:45:00 pm,0.12
11-Jan-20 12:20:00 am,0.13
11-Jan-20 12:55:00 am,0.12
11-Jan-20 01:30:00 am,0.11
11-Jan-20 02:05:00 am,0.10
11-Jan-20 02:40:00 am,0.12
11-Jan-20 03:15:00 am,0.12
11-Jan-20 03:50:00 am,0.12
11-Jan-20 04:25:00 am,0.10
11-Jan-20 05:00:00 am,0.10
11-Jan-20 05:35:00 am,0.11
11-Jan-20 06:10:00 am,0.10
11-Jan-20 06:45:00 am,0.10
11-Jan-20 07:20:00 am,0.10
11-Jan-20 07:55:00 am,0.10
11-Jan-20 08:30:00 am,0.10
11-Jan-20 09:05:00 am,0.10
11-Jan-20 09:40:00 am,0.10
11-Jan-20 10:15:00 am,0.10
11-Jan-20 10:50:00 am,0.10
11-Jan-20 11:25:00 am,0.10
11-Jan-20 12:00:00 pm,0.10
11-Jan-20 12:35:00 pm,0.10
11-Jan-20 01:10:00 pm,0.10
11-Jan-20 01:45:00 pm,0.10
11-Jan-20 02:20:00 pm,0.57
11-Jan-20 02:55:00 pm,0.11
11-Jan-20 03:30:00 pm,0.12
11-Jan-20 04:05:00 pm,0.11
11-Jan-20 04:40:00 pm,0.11
11-Jan-20 05:15:00 pm,0.11
11-Jan-20 05:50:00 pm,0.11
11-Jan-20 06:25:00 pm,0.10
11-Jan-20 07:00:00 pm,0.11
11-Jan-20 07:35:00 pm,0.11
11-Jan-20 08:10:00 pm,0.11
11-Jan-20 08:45:00 pm,0.11
11-Jan-20 09:20:00 pm,0.10
11-Jan-20 09:55:00 pm,0.11
11-Jan-20 10:30:00 pm,0.11
11-Jan-20 11:05:00 pm,0.12
11-Jan-20 11:40:00 pm,0.11
12-Jan-20 12:15:00 am,0.12
12-Jan-20 12:50:00 am,0.11
12-Jan-20 01:25:00 am,0.12
12-Jan-20 02:00:00 am,0.11
12-Jan-20 02:35:00 am,0.11
12-Jan-20 03:10:00 am,0.11
12-Jan-20 03:45:00 am,0.11
12-Jan-20 04:20:00 am,0.11
12-Jan-20 04:55:00 am,0.12
12-Jan-20 05:30:00 am,0.12
12-Jan-20 06:05:00 am,0.12
12-Jan-20 06:40:00 am,0.11
12-Jan-20 07:15:00 am,0.12
12-Jan-20 07:50:00 am,0.12
12-Jan-20 08:25:00 am,0.11
12-Jan-20 09:00:00 am,0.76
12-Jan-20 09:35:00 am,0.13
12-Jan-20 10:10:00 am,0.13
12-Jan-20 10:45:00 am,0.12
12-Jan-20 11:20:00 am,0.12
12-Jan-20 11:55:00 am,0.12
12-Jan-20 12:30:00 pm,0.12
12-Jan-20 01:05:00 pm,0.11
12-Jan-20 01:40:00 pm,0.12
12-Jan-20 02:15:00 pm,0.10
12-Jan-20 02:50:00 pm,0.11
12-Jan-20 03:25:00 pm,0.10
12-Jan-20 04:00:00 pm,0.11
12-Jan-20 04:35:00 pm,0.11
12-Jan-20 05:10:00 pm,0.11
12-Jan-20 05:45:00 pm,0.12
12-Jan-20 06:20:00 pm,0.11
12-Jan-20 06:55:00 pm,0.12
12-Jan-20 07:30:00 pm,0.12
12-Jan-20 08:05:00 pm,0.12
12-Jan-20 08:40:00 pm,0.12
12-Jan-20 09:15:00 pm,0.12
12-Jan-20 09:50:00 pm,0.12
12-Jan-20 10:25:00 pm,0.12
12-Jan-20 11:00:00 pm,0.13
12-Jan-20 11:35:00 pm,0.12
13-Jan-20 12:10:00 am,0.12
13-Jan-20 12:45:00 am,0.12
13-Jan-20 01:20:00 am,0.12
13-Jan-20 01:55:00 am,0.12
13-Jan-20 02:30:00 am,0.12
13-Jan-20 03:05:00 am,0.12
13-Jan-20 03:40:00 am,0.12
13-Jan-20 04:15:00 am,0.10
13-Jan-20 04:50:00 am,0.12
13-Jan-20 05:25:00 am,0.12
13-Jan-20 06:00:00 am,1.25
13-Jan-20 06:35:00 am,1.83
13-Jan-20 07:10:00 am,1.77
13-Jan-20 07:45:00 am,1.81
13-Jan-20 08:20:00 am,1.82
13-Jan-20 08:55:00 am,1.82
13-Jan-20 09:30:00 am,1.82
13-Jan-20 10:05:00 am,1.82
13-Jan-20 10:40:00 am,1.82
13-Jan-20 11:15:00 am,1.82
13-Jan-20 11:50:00 am,1.80
13-Jan-20 12:25:00 pm,1.78
13-Jan-20 01:00:00 pm,1.82
13-Jan-20 01:35:00 pm,1.82
13-Jan-20 02:10:00 pm,1.77
13-Jan-20 02:45:00 pm,1.81
13-Jan-20 03:20:00 pm,1.81
13-Jan-20 03:55:00 pm,1.77
13-Jan-20 04:30:00 pm,1.80
13-Jan-20 05:05:00 pm,1.79
13-Jan-20 05:40:00 pm,1.80
13-Jan-20 06:15:00 pm,0.15
13-Jan-20 06:50:00 pm,0.14
13-Jan-20 07:25:00 pm,0.13
13-Jan-20 08:00:00 pm,0.13
13-Jan-20 08:35:00 pm,0.13
13-Jan-20 09:10:00 pm,0.13
13-Jan-20 09:45:00 pm,0.13
13-Jan-20 10:20:00 pm,0.13
13-Jan-20 10:55:00 pm,0.13
13-Jan-20 11:30:00 pm,0.13
14-Jan-20 12:05:00 am,0.13
14-Jan-20 12:40:00 am,0.13
14-Jan-20 01:15:00 am,0.13
14-Jan-20 01:50:00 am,0.13
14-Jan-20 02:25:00 am,0.13
14-Jan-20 03:00:00 am,0.13
14-Jan-20 03:35:00 am,0.13
14-Jan-20 04:10:00 am,0.12
14-Jan-20 04:45:00 am,0.12
14-Jan-20 05:20:00 am,0.12
14-Jan-20 05:55:00 am,0.97
14-Jan-20 06:30:00 am,1.80
14-Jan-20 07:05:00 am,1.81
14-Jan-20 07:40:00 am,1.81
14-Jan-20 08:15:00 am,1.80
14-Jan-20 08:50:00 am,1.81
14-Jan-20 09:25:00 am,1.81
14-Jan-20 10:00:00 am,1.81
14-Jan-20 10:35:00 am,1.81
14-Jan-20 11:10:00 am,1.80
14-Jan-20 11:45:00 am,1.81
14-Jan-20 12:20:00 pm,1.80
14-Jan-20 12:55:00 pm,1.80
14-Jan-20 01:30:00 pm,1.79
14-Jan-20 02:05:00 pm,1.78
14-Jan-20 02:40:00 pm,1.79
14-Jan-20 03:15:00 pm,1.82
14-Jan-20 03:50:00 pm,1.79
14-Jan-20 04:25:00 pm,1.80
14-Jan-20 05:00:00 pm,1.79
14-Jan-20 05:35:00 pm,1.80
14-Jan-20 06:10:00 pm,0.14
14-Jan-20 06:45:00 pm,0.14
14-Jan-20 07:20:00 pm,0.13
14-Jan-20 07:55:00 pm,0.13
14-Jan-20 08:30:00 pm,0.13
14-Jan-20 09:05:00 pm,0.12
14-Jan-20 09:40:00 pm,0.13
14-Jan-20 10:15:00 pm,0.14
14-Jan-20 10:50:00 pm,0.13
14-Jan-20 11:25:00 pm,0.13
15-Jan-20 12:00:00 am,0.13
15-Jan-20 12:35:00 am,0.14
15-Jan-20 01:10:00 am,0.13
15-Jan-20 01:45:00 am,0.13
15-Jan-20 02:20:00 am,0.12
15-Jan-20 02:55:00 am,0.13
15-Jan-20 03:30:00 am,0.13
15-Jan-20 04:05:00 am,0.11
15-Jan-20 04:40:00 am,0.11
15-Jan-20 05:15:00 am,0.11
15-Jan-20 05:50:00 am,0.96
15-Jan-20 06:25:00 am,1.80
15-Jan-20 07:00:00 am,1.81
15-Jan-20 07:35:00 am,1.79
15-Jan-20 08:10:00 am,1.78
15-Jan-20 08:45:00 am,1.78
15-Jan-20 09:20:00 am,1.78
15-Jan-20 09:55:00 am,1.77
15-Jan-20 10:30:00 am,1.79
15-Jan-20 11:05:00 am,1.80
15-Jan-20 11:40:00 am,1.80
15-Jan-20 12:15:00 pm,1.81
15-Jan-20 12:50:00 pm,1.82
15-Jan-20 01:25:00 pm,1.79
15-Jan-20 02:00:00 pm,1.79
15-Jan-20 02:35:00 pm,1.78
15-Jan-20 03:10:00 pm,1.79
15-Jan-20 03:45:00 pm,1.79
15-Jan-20 04:20:00 pm,1.77
15-Jan-20 04:55:00 pm,1.79
15-Jan-20 05:30:00 pm,1.79
15-Jan-20 06:05:00 pm,0.13
15-Jan-20 06:40:00 pm,0.13
15-Jan-20 07:15:00 pm,0.13
15-Jan-20 07:50:00 pm,0.12
15-Jan-20 08:25:00 pm,0.13
15-Jan-20 09:00:00 pm,0.57
15-Jan-20 09:35:00 pm,0.13
15-Jan-20 10:10:00 pm,0.13
15-Jan-20 10:45:00 pm,0.13
15-Jan-20 11:20:00 pm,0.13
15-Jan-20 11:55:00 pm,0.12
16-Jan-20 12:30:00 am,0.11
16-Jan-20 01:05:00 am,0.11
